Emberiza cirlus	ノドグロアオジ
Falco tinnunculus	チョウゲンボウ
Geronticus calvus	ハゲトキ
Geronticus eremita	ホオアカトキ
Picus viridis	ヨーロッパアオゲラ
Scolopax rusticola	ヤマシギ
Tachybaptus ruficollis	カイツブリ
Tetrao urogallus	ヨーロッパオオライチョウ
Threskiornis aethiopicus	アフリカクロトキ
Vanellus vanellus	タゲリ
Cottus gobio	カジカ属
Cynops ensicauda	シリケンイモリ
Locustella pryeri	オオセッカ
Limnothlypis swainsonii	チャカブリアメリカムシクイ
Aegolius funereus	キンメフクロウ
Notopterus notopterus	ナギナタナマズ
Carlia rubrigularis	Red-Throated Rainbow-Skink(アカノドニジトカゲ)
Syngnathus schlegeli	ヨウジウオ
Protobothrops mucrosquamatus	タイワンハブ
Cacomantis pyrrhophanus	ウチワヒメカッコウ
Crotophaga ani	オオハシカッコウ
Piaya melanogaster	クリハラリスカッコウ
Chalcites lucidus	ヨコジマテリカッコウ
Corythaeola cristata	カンムリエボシドリ
Corythaixoides concolor	ムジハイイロエボシドリ
Musophaga violacea	ニシムラサキエボシドリ
Petrochelidon fulva	セスジツバメ
Icterus auratus	コオレンジムクドリモドキ
Icterus bonana	マルチニクムクドリモドキ
Icterus chrysater	ハグロムクドリモドキ
Icterus cucullatus	ムナグロムクドリモドキ
Icterus dominicensis	クロズキンムクドリモドキ
Icterus galbula	ボルチモアムクドリモドキ
Icterus graduacauda	ズグロムクドリモドキ
Icterus gularis	オレンジムクドリモドキ
Icterus jamacaii	カンポムクドリモドキ
Icterus laudabilis	セントルシアムクドリモドキ
Icterus maculialatus	シロスジムクドリモドキ
Icterus oberi	モントセラートムクドリモドキ
Icterus pectoralis	ムナフムクドリモドキ
Icterus pustulatus	ズアカムクドリモドキ
Icterus wagleri	クロハラムクドリモドキ
Icterus abeillei	メキシコムクドリモドキ
Icterus auricapillus	アカボウシムクドリモドキ
Icterus chrysocephalus	キボウシムクドリモドキ
Gymnostinops bifasciatus	チャバラオオツリスドリ
Anser canagica	ミカドガン
Bucephala clangula	ホオジロガモ
Tadorna variegata	クロアカツクシガモ
Mergellus albellus	ミコアイサ
Terpsiphone paradisi	カワリサンコウチョウ
Culicicapa ceylonensis	ハイガシラヒタキ
Dicrurus paradiseus	カザリオウチュウ
Culicicapa helianthea	カナリアヒタキ
Erythrocercus mccallii	クリガシラヒメヒタキ
Hypothymis azurea	クロエリヒタキ
Hypothymis helenae	フジイロヒタキ
Myiagra caledonica	カレドニアヒラハシ
Platysteira cyanea	メガネヒタキ
Rhipidura albicollis	ノドジロオウギビタキ
Trochocercus albonotatus	オジロカンムリヒタキ
Myiagra cyanoleuca	ビロードヒラハシ
Rhipidura cyaniceps	ズアオオウギビタキ
Trochocercus cyanomelas	カンムリヒタキ
Trochocercus nigromitratus	クロカンムリヒタキ
Trochocercus nitens	アオカンムリヒタキ
Gallinago gallinago	タシギ
Lymnocryptes minimus	コシギ
Sterna hirundo	アジサシ
Acanthiza chrysorrhoa	コモントゲハシムシクイ
Cnemophilus macgregorii	カンムリフウチョウモドキ
Coracina fimbriata	コアサクラサンショウクイ
Corvus coronoides	ミナミワタリガラス
Loboparadisea sericea	ツノハシフウチョウモドキ
Macgregoria pulchra	ハナガオフウチョウ
Melipotes fumigatus	キホオミツスイ
Melithreptus lunatus	ハチマキミツスイ
Myzomela eques	アカボシミツスイ
Pardalotus striatus	キボシホウセキドリ
Philemon corniculatus	ズグロハゲミツスイ
Phonygammus keraudrenii	ナキカラスフウチョウ
Sericornis frontalis	マミジロヤブムシクイ
Bonasa sewerzowi	ミヤマエゾライチョウ
Tetrao mlokosiewiczi	コーカサスクロライチョウ
Tetrao tetrix	クロライチョウ
Tympanuchus pallidicinctus	ヒメソウゲンライチョウ
Tetraogallus himalayensis	ヒマラヤセッケイ
Hyla japonica	アマガエル
Macroagelaius subalaris	フサムクドリモドキ
Xanthopsar flavus	キバラムクドリモドキ
Gymnorhinus cyanocephalus	マツカケス
Troglodytes ochraceus	キイロヤマミソサザイ
Troglodytes rufociliatus	アカマユヤマミソサザイ
Troglodytes rufulus	アカチャミソサザイ
Troglodytes solstitialis	ヤマミソサザイ
Henicorhina leucosticta	ムナジロモリミソサザイ
Thryorchilus browni	ヤブミソサザイ
Tetrao parvirostris	オオライチョウ
Falcipennis canadensis	ハリモミライチョウ
Falcipennis falcipennis	カマバネライチョウ
Fejervarya limnocharis	ヌマガエル
Ardea alba	ダイサギ
Botaurus lentiginosus	アメリカサンカノゴイ
Bubulcus ibis	アマサギ
Butorides virescens	アメリカササゴイ
Cochlearius cochlearius	ヒロハシサギ
Egretta thula	ユキコサギ
Egretta caerulea	ヒメアカクロサギ
Egretta tricolor	サンショクサギ
Ixobrychus exilis	コヨシゴイ
Syrigma sibilatrix	キムネゴイ
Tigrisoma lineatum	トラフサギ
Zebrilus undulatus	コビトトラフサギ
Aythya valisineria	オオホシハジロ
Cygnus columbianus	コハクチョウ
Asio otus	トラフズク
Caprimulgus europaeus	ヨーロッパヨタカ
Glaucidium gnoma	ロッキーズスズメフクロウ
Lophostrix cristata	カンムリズク
Otus flammeolus	アメリカコノハズク
Phodilus badius	ニセメンフクロウ
Pulsatrix perspicillata	メガネフクロウ
Strix aluco	モリフクロウ
Strix butleri	ウスイロモリフクロウ
Strix woodfordii	アフリカヒナフクロウ
Uropsalis segmentata	ツバメヨタカ
Ciccaba virgata	ナンベイヒナフクロウ
Loxigilla noctis	コクロアカウソ
Columbina passerina	スズメバト
Dendroica coronata	キヅタアメリカムシクイ
Dendroica nigrescens	ノドグロハイアメリカムシクイ
Dendroica occidentalis	キガシラアメリカムシクイ
Dendroica townsendi	タウンゼンドアメリカムシクイ
Cinclocerthia gutturalis	ハイイロフルエドリ
Dumetella carolinensis	ネコマネドリ
Elaenia martinica	カリブシラギクタイランチョウ
Margarops fuscatus	オオウロコツグミモドキ
Margarops fuscus	ウロコツグミモドキ
Orthorhyncus cristatus	アンチルカンムリハチドリ
Melanoptila glabrirostris	クロネコマネドリ
Tiaris bicolor	ニショクコメワリ
Melanotis caerulescens	アオマネシツグミ
Ramphocinclus brachyurus	ムナジロツグミモドキ
Mimus gundlachii	バハママネシツグミ
Mimus gilvus	フナシマネシツグミ
Pteroptochos castaneus	クリノドオタテドリ
Pteroptochos megapodius	シラヒゲオタテドリ
Pteroptochos tarnii	クロアカオタテドリ
Scelorchilus rubecula	ムナフオタテドリ
Rhodeus suigensis	スイゲンゼニタナゴ
Phoeniculus damarensis	ムラサキモリヤツガシラ
Rhinopomastus cyanomelas	ミナミカマハシ
Phoeniculus purpureus	ミドリモリヤツガシラ
Calocitta colliei	コリーカンムリサンジャク
Cyanocitta stelleri	ステラーカケス
Cyanocorax melanocyaneus	ヤマヌレバカケス
Cyanocorax yncas	インカサンジャク
Cyanolyca mirabilis	ノドジロアオカケス
Pica nuttalli	キバシカササギ
Psilorhinus morio	チャイロカケス
Ampelioides tschudii	ウロコカザリドリ
Carpodectes hopkei	クロボシユキカザリドリ
Cephalopterus ornatus	カサドリ
Conioptilon mcilhennyi	カオグロカザリドリ
Cotinga cayana	ソライロカザリドリ
Doliornis sclateri	チャバラカザリドリ
Gymnoderus foetidus	ハゲクビカザリドリ
Haematoderus militaris	ベニカザリドリ
Iodopleura isabellae	マユワキムラサキカザリドリ
Laniisoma elegans	モズカザリドリ
Lipaugus fuscocinereus	オオムジカザリドリ
Lipaugus unirufus	アカチャムジカザリドリ
Machaeropterus pyrocephalus	キマユヒメマイコドリ
Neopelma chrysocephalum	キボウシマイコドリ
Oxyruncus cristatus	トガリハシ
Pachyramphus marginatus	ズグロカザリドリモドキ
Pachyramphus versicolor	シマカザリドリモドキ
Perissocephalus tricolor	ハゲガオカザリドリ
Phoenicircus nigricollis	アカクロカザリドリ
Pipra fasciicauda	オビオマイコドリ
Pipreola arcuata	シマミドリカザリドリ
Pipreola chlorolepidota	ノドアカミドリカザリドリ
Piprites chloris	ハマダラマイコドリ
Porphyrolaema porphyrolaema	ハシブトカザリドリ
Pyroderus scutatus	アカフサカザリドリ
Querula purpurata	マエカケカザリドリ
Rupicola peruviana	アンデスイワドリ
Schiffornis major	アカチャツグミマイコドリ
Tityra cayana	ハグロドリ
Tityra inquisitor	ズグロハグロドリ
Xenopipo atronitens	クロマイコドリ
Xipholena punicea	ムラサキカザリドリ
Spizella taverneri	ミヤマヒメドリ
Cyanoramphus auriceps	キガシラアオハシインコ
Cyanoramphus malherbi	ミヤマアオハシインコ
Cyanoramphus novaezelandiae	アオハシインコ
Cyanoramphus unicolor	ムジアオハシインコ
Gallinago media	ヨーロッパジシギ
Colinus cristatus	カンムリコリン
Ortalis cinereiceps	ハイガシラヒメシャクケイ
Perdix dauuricae	ヤマウズラ
Buteo hemilasius	オオノスリ
Buteo rufinus	ニシオオノスリ
Buteo lagopus	ケアシノスリ
Buteo oreophilus	マダラノスリ
Claravis pretiosa	ソライロアルキバト
Columba leucocephala	シロボウシバト
Columba oenops	ペルーバト
Columba plumbea	ハイイロバト
Columba subvinacea	チョコレートバト
Columbina inca	インカバト
Columbina minuta	フナシスズメバト
Columbina picui	イチモンジバト
Ducula bicolor	ソデグロバト
Geopelia cuneata	ウスユキバト
Geotrygon montana	ヤマウズラバト
Goura cristata	カンムリバト
Leptotila megalura	シロガオシャコバト
Leptotila rufaxilla	ハイビタイシャコバト
Leucosarcia melanoleuca	ウオンガバト
Macropygia phasianella	オナガバト
Metriopelia ceciliae	アカガオハシリバト
Oena capensis	シッポウバト
Phaps chalcoptera	ニジハバト
Ptilinopus leclancheri	クロアゴヒメアオバト
Scardafella squammata	サザナミインカバト
Streptopelia chinensis	カノコバト
Treron vernans	コアオバト
Zenaida auriculata	ミミグロバト
Zenaida aurita	シマハジロバト
Zenaida galapagoensis	ガラパゴスバト
Zenaida graysoni	ソコロナゲキバト
Zenaida meloda	ミナミハジロバト
Coturnix pectoralis	オーストラリアウズラ
Gracula religiosa	キュウカンチョウ
Paroaria dominicana	エリフコウカンチョウ
Penelopina nigra	ヒメクロシャクケイ
Phoenicopterus chilensis	チリーフラミンゴ
Machaeropterus regulus	ヒメマイコドリ
Grallaria blakei	クリイロジアリドリ
Grallaria dignissima	ムネアカジアリドリ
Grallaria guatimalensis	ウロコジアリドリ
Grallaria hypoleuca	シロハラクリセジアリドリ
Grallaria nuchalis	クリエリジアリドリ
Grallaria ruficapilla	クリガシラジアリドリ
Grallaria rufula	アカジアリドリ
Grallaria squamigera	サザナミジアリドリ
Grallaria varia	ジアリドリ
Grallaria watkinsi	ワトキンスジアリドリ
Grallaricula lineifrons	ミカズキヒメジアリドリ
Hylopezus fulviventris	シロビタイモリジアリドリ
Myrmothera campanisona	アシナガアリドリ
Scotocerca inquieta	スナチムシクイ
Acanthiza apicalis	ヒロオトゲハシムシクイ
Acanthiza ewingii	タスマニアトゲハシムシクイ
Acanthiza inornata	ニシトゲハシムシクイ
Acanthiza iredalei	キゴシトゲハシムシクイ
Acanthiza katherina	ヤマトゲハシムシクイ
Acanthiza lineata	ムナフトゲハシムシクイ
Acanthiza nana	ヒメトゲハシムシクイ
Acanthiza pusilla	チャイロトゲハシムシクイ
Acanthiza reguloides	ウグイストゲハシムシクイ
Acanthiza robustirostris	ハイイロトゲハシムシクイ
Acanthiza uropygialis	コシアカトゲハシムシクイ
Aphelocephala leucopsis	カオジロムシクイ
Gerygone fusca	オジロセンニョムシクイ
Smicrornis brevirostris	コバシムシクイ
Acanthiza murina	パプアトゲハシムシクイ
Gerygone mouki	チャイロセンニョムシクイ
Gerygone olivacea	ノドジロセンニョムシクイ
Mitu tomentosa	コチャバラホウカンチョウ
Cobitis biwae	シマドジョウ
Cobitis takatsuensis	イシドジョウ
Niwaella delicata	アジメドジョウ
Megalops cyprinoides	イセゴイ(ハイレン)
Anthracothorax nigricollis	ムナグロマンゴーハチドリ
Apus affinis	ニシヒメアマツバメ
Chordeiles acutipennis	コアメリカヨタカ
Galbula pastazae	セミドリキリハシ
Larus glaucoides	アイスランドカモメ
Ortalis guttata	ブラジルヒメシャクケイ
Picoides pubescens	セジロコゲラ
Tockus nasutus	ハイイロコサイチョウ
Actophilornis africanus	アフリカレンカク
Hydrophasianus chirurgus	レンカク
Jacana spinosa	アメリカレンカク
Metopidius indicus	アジアレンカク
Microparra capensis	ヒメレンカク
Rostratula benghalensis	タマシギ
Takydromus amurensis	アムールカナヘビ
Takydromus tachydromoides	ニホンカナヘビ
Eunymphicus cornutus	ヘイワインコ
Corythaixoides personata	クロガオハイイロエボシドリ
Crinifer piscator	ハイイロエボシドリ
Crinifer zonurus	ヒガシハイイロエボシドリ
Musophaga rossae	ムラサキエボシドリ
Tauraco corythaix	エボシドリ
Tauraco fischeri	フィッシャーエボシドリ
Tauraco leucolophus	シロガシラエボシドリ
Tauraco leucotis	ホオジロエボシドリ
Tauraco livingstonii	リビングストンエボシドリ
Tauraco macrorhynchus	ハシブトエボシドリ
Tauraco schalowi	シャローエボシドリ
Siniperca chuatsi	ケツギョ
Larus glaucescens	ワシカモメ
Larus schistisagus	オオセグロカモメ
Larus cachinnans	キアシセグロカモメ
Larus armenicus	アルメニアセグロカモメ
Larus hyperboreus	シロカモメ
Acanthopagrus berda	ナンヨウチヌ
Lateolabrax latus	ヒラスズキ
Falco rusticolus	シロハヤブサ
Colaptes atricollis	ノドグロシマオゲラ
Dryocopus lineatus	シマクマゲラ
Piculus rivolii	アカバネモリゲラ
Cacomantis merulinus	ヒメカッコウ
Cacomantis variolosus	ハイガシラヒメカッコウ
Centropus phasianinus	キジバンケン
Centropus viridis	ミドリバンケン
Coccyzus melacoryphus	コミミグロカッコウ
Coua caerulea	アオジカッコウ
Coua cristata	カンムリジカッコウ
Coua cursor	ハシリジカッコウ
Coua reynaudii	アカビタイジカッコウ
Coua ruficeps	アカボウシジカッコウ
Coua serriana	ムネアカジカッコウ
Cuculus vagans	チャイロジュウイチ
Piaya minuta	ヒメリスカッコウ
Tauraco johnstoni	アカエリエボシドリ
Phoenicurus phoenicurus	シロビタイジョウビタキ
Pomarea iphis	アオマルケサスヒタキ
Sylvia melanocephala	クロガシラムシクイ
Tyrannus melancholicus	オリーブタイランチョウ
Tauraco erythrolophus	アカガシラエボシドリ
Glaucidium passerinum	スズメフクロウ
Conopophaga peruviana	ハイノドアリサザイ
Elaenia flavogaster	キバラシラギクタイランチョウ
Formicarius analis	カオグロアリツグミ
Mionectes oleagineus	チャバラオリーブハエトリ
Myadestes genibarbis	アカノドヒトリツグミ
Myrmotherula axillaris	ワキジロヒメアリサザイ
Vireo latimeri	プエルトリコモズモドキ
Dendroica petechia	キイロアメリカムシクイ
Agriornis montana	ミヤマモズタイランチョウ
Lessonia rufa	セアカタイランチョウ
Muscigralla brevicauda	アシナガタイランチョウ
Xolmis pyrope	アカメタイランチョウ
Muscisaxicola albifrons	オオイワタイランチョウ
Muscisaxicola albilora	マミジロイワタイランチョウ
Muscisaxicola alpina	チャボウシイワタイランチョウ
Muscisaxicola capistrata	チャバライワタイランチョウ
Muscisaxicola cinerea	ハイイロイワタイランチョウ
Muscisaxicola flavinucha	シロビタイイワタイランチョウ
Muscisaxicola fluviatilis	ヒメイワタイランチョウ
Muscisaxicola frontalis	クロビタイイワタイランチョウ
Muscisaxicola juninensis	コウゲンイワタイランチョウ
Muscisaxicola macloviana	カオグロイワタイランチョウ
Muscisaxicola maculirostris	コバシイワタイランチョウ
Muscisaxicola rufivertex	イワタイランチョウ
Carlia rhomboidalis	Blue-throated Rainbow-Skink(アオノドニジトカゲ)
Aburria aburri	ニクダレシャクケイ
Chamaepetes goudotii	カマバネシャクケイ
Crax blumenbachii	アカハシホウカンチョウ
Mitu tuberosa	アマゾンホウカンチョウ
Nothocrax urumutum	カンムリホウカンチョウ
Oreophasis derbianus	ツノシャクケイ
Ortalis canicollis	アカオヒメシャクケイ
Pauxi pauxi	カブトホウカンチョウ
Penelope obscura	クロアシシャクケイ
Pipile jacutinga	カオグロナキシャクケイ
Megapodius reinwardt	オーストラリアツカツクリ
Ramphastos tucanus	シロムネオオハシ
Cyanolanius madagascarinus	ルリイロマダガスカルモズ
Oriolia bernieri	クロマダガスカルモズ
Laniarius ferrugineus	セグロヤブモズ
Hypsipetes madagascariensis	クロヒヨドリ
Pycnonotus sinensis	シロガシラ
Lanius bucephalus	モズ
Cyanoptila cyanomelana	オオルリ
Newtonia brunneicauda	ニュートンヒタキ
Phylloscopus coronatus	センダイムシクイ
Motacilla grandis	セグロセキレイ
Parus varius	ヤマガラ
Emberiza spodocephala	アオジ
Bombycilla garrulus	キレンジャク
Leptopterus chabert	チェバートオオハシモズ
Vanga curvirostris	カギハシオオハシモズ
Euryceros prevostii	ヘルメットモズ
Hypositta corallirostris	ベニバシゴジュウカラモズ
Falculea palliata	ハシナガオオハシモズ
Tylas eduardi	マダガスカルヒヨドリ
Artamella viridis	シロガシラオオハシモズ
Xenopirostris damii	シロノドハシボソオオハシモズ
Copsychus albospecularis	マダガスカルシキチョウ
Parula americana	アサギアメリカムシクイ
Parula gutturalis	ノドアカアメリカムシクイ
Parula pitiayumi	ミナミアサギアメリカムシクイ
Parula superciliosa	ミカズキアメリカムシクイ
Vermivora peregrina	マミジロアメリカムシクイ
Vermivora ruficapilla	ズアカアメリカムシクイ
Galaxias gollumoides	スチュアートアイランドガラクシアス
Galaxias sp. 'southern'	ガラクシアス属
Columba rupestris	コウライバト
Rhabdophis tigrinus	ヤマカガシ
Phalacrocorax filamentosus	ウミウ
Larus atricilla	ワライカモメ
Larus audouinii	アカハシカモメ
Larus californicus	カリフォルニアカモメ
Larus cirrocephalus	ズアオカモメ
Larus delawarensis	クロワカモメ
Larus genei	ハシボソカモメ
Larus ichthyaetus	オオズグロカモメ
Larus livens	キアシオオセグロカモメ
Larus melanocephalus	ニシズグロカモメ
Larus minutus	ヒメカモメ
Larus modestus	ハイイロカモメ
Ficedula parva	オジロビタキ
Larus occidentalis	アメリカオオセグロカモメ
Larus philadelphia	ボナパルトカモメ
Larus pipixcan	アメリカズグロカモメ
Larus scopulinus	アカハシギンカモメ
Larus serranus	アンデスカモメ
Larus thayeri	カナダカモメ
Pagophila eburnea	ゾウゲカモメ
Sterna maxima	アメリカオオアジサシ
Sterna sandvicensis	サンドイッチアジサシ
Athene brama	インドコキンメフクロウ
Athene noctua	コキンメフクロウ
Bubo africanus	アフリカワシミミズク
Bubo ascalaphus	キタアフリカワシミミズク
Bubo bengalensis	ミナミワシミミズク
Bubo lacteus	クロワシミミズク
Glaucidium capense	ヨコジマスズメフクロウ
Glaucidium californicum	カリホルニアスズメフクロウ
Glaucidium jardinii	アンデススズメフクロウ
Glaucidium nanum	ミナミスズメフクロウ
Ketupa zeylonensis	ミナミシマフクロウ
Otus brucei	サバクミミズク
Otus choliba	スピックスコノハズク
Otus hoyi	ホイオオコノハズク
Otus leucotis	アフリカオオコノハズク
Otus scops	ヨーロッパコノハズク
Otus usta	ミナミチャバラオオコノハズク
Pulsatrix koeniswaldiana	キマユメガネフクロウ
Strix leptogrammica	オオフクロウ
Strix nebulosa	カラフトフクロウ
Tyto glaucops	イスパニオラメンフクロウ
Aegolius harrisii	セグロキンメフクロウ
Bubo nipalensis	ネパールワシミミズク
Glaucidium griseiceps	コスズメフクロウ
Glaucidium tephronotum	ムネアカスズメフクロウ
Ninox scutulata	アオバズク
Otus albogularis	ノドジロオオコノハズク
Otus bakkamoena	インドオオコノハズク
Otus lempiji	スンダオオコノハズク
Otus roboratus	シロエリオオコノハズク
Otus sanctaecatarinae	ミミナガオオコノハズク
Strix rufipes	アカアシモリフクロウ
Gelochelidon nilotica	ハシブトアジサシ
Oceanodroma homochroa	ススイロウミツバメ
Phalacrocorax aristotelis	ヨーロッパヒメウ
Sterna albifrons	コアジサシ
Sterna anaethetus	マミジロアジサシ
Sterna caspia	オニアジサシ
Oceanodroma castro	クロコシジロウミツバメ
Acrocephalus brevipennis	ケープベルデアシナガヨシキリ
Acrocephalus concinens	コバネヨシキリ
Acrocephalus rufescens	オオアシナガヨシキリ
Acrocephalus vaughani	ピトケアンヨシキリ
Locustella certhiola	シベリアセンニュウ
Locustella pleskei	ウチヤマセンニュウ
Glaucidium bolivianum	ボリビアスズメフクロウ
Glaucidium peruanum	ペルースズメフクロウ
Glaucidium tucumanum	アルゼンチンスズメフクロウ
Glaucidium hardyi	ハーディスズメフクロウ
Otus atricapillus	ズグロオオコノハズク
Bombycilla japonica	ヒレンジャク
Cinclus cinclus	ムナジロカワガラス
Cyornis banyumas	ミヤマヒメアオヒタキ
Entomodestes leucotis	ミミジロクロヒトリツグミ
Leucopsar rothschildi	カンムリシロムク
Myadestes ralloides	キバシヒトリツグミ
Neocossyphus poensis	オジロアリクイツグミ
Neocossyphus rufus	アリクイツグミ
Saxicola ferrea	ヤマザキヒタキ
Stizorhina fraseri	サビイロヒタキ
Turdus philomelos	ウタツグミ
Loxia pytyopsittacus	ハシブトイスカ
Creagrus furcatus	アカメカモメ
Xema sabini	クビワカモメ
Tragopan melanocephalus	ハイイロジュケイ
Nipponia nippon	トキ
Zoothera princei	フタオビツグミ
Saltator striatipectus	ムナフイカル
Leuciscus souffia	バイロン
Sphyrapicus ruber	ムネアカシルスイキツツキ
Anser brachyrhynchus	コザクラバシガン
Anser erythropus	カリガネ
Anser fabalis	ヒシクイ
Corvus hawaiiensis	ハワイガラス
Corvus cryptoleucus	シロエリガラス
Pungitius pungitius	キタノトミヨ
Baryphthengus ruficapillus	オオハチクイモドキ
Brachypteracias leptosomus	ジブッポウソウ
Bucco capensis	アカガオオオガシラ
Eurostopodus macrotis	オオミミヨタカ
Galbula cyanescens	アオボウシキリハシ
Heliomaster furcifer	ノドフサハチドリ
Hemiprocne longipennis	カンムリアマツバメ
Hylocharis chrysura	コガネオサファイアハチドリ
Merops viridis	ルリノドハチクイ
Nystalus maculatus	セボシオオガシラ
Phaethornis pretrei	バライロユミハチドリ
Podager nacunda	シロハラヨタカ
Stactolaema olivacea	ミドリゴシキドリ
Todus mexicanus	プエルトリココビトドリ
Trachyphonus usambiro	タンザニアオナガゴシキドリ
Crypturellus strigulosus	ブラジルシギダチョウ
Ammodramus savannarum	イナゴヒメドリ
Calcarius lapponicus	ツメナガホオジロ
Dicaeum trigonostigma	オレンジハナドリ
Diglossa major	オオハナサシミツドリ
Eremophila alpestris	ハマヒバリ
Euphonia finschi	ロライマスミレフウキンチョウ
Geothlypis trichas	カオグロアメリカムシクイ
Haplospiza unicolor	ミナミウスズミシトド
Icteria virens	オオアメリカムシクイ
Lonchura bicolor	クロシチホウ
Peucedramus taeniatus	オリーブアメリカムシクイ
Pheucticus ludovicianus	ムネアカイカル
Ploceus cucullatus	ズグロウロコハタオリ
Sporophila schistacea	ハイイロヒメウソ
Volatinia jacarina	シコンヒワ
Columba guinea	ウロコカワラバト
Columba speciosa	アカハシウロコバト
Leptotila jamaicensis	シロハラシャコバト
Leptotila plumbeiceps	ハイガシラシャコバト
Leptotila verreauxi	シロビタイシャコバト
Phapitreron leucotis	テリアオバト
Ptilinopus occipitalis	ホオアカヒメアオバト
Streptopelia capicola	アフリカジュズカケバト
Streptopelia senegalensis	ワライバト
Barbatula barbatula	フクドジョウ
Calyptomena viridis	ミドリヒロハシ
Glyphorynchus spirurus	チビオニキバシリ
Myzomela rubratra	ミクロネシアミツスイ
Rhipidura rufifrons	オウギビタキ
Stachyris poliocephala	ハイガシラモリチメドリ
Trichastoma bicolor	サビイロムジチメドリ
Zosterops conspicillatus	マリアナメジロ
Zosterops erythropleurus	チョウセンメジロ
Zosterops hypolais	ムジメジロ
Zosterops montanus	ヤマメジロ
Zosterops nigrorum	フィリピンキメジロ
Zosterops palpebrosus	ハイバラメジロ
Zosterops poliogaster	アフリカヤマメジロ
Zosterops semperi	カロリンメジロ
Zosterops senegalensis	キイロメジロ
Zosterops oleagineus	ミヤマメジロ
Zosterops rotensis	ロタメジロ
Spirinchus lanceolatus	シシャモ
Aratinga mitrata	ベニガオメキシコインコ
Cacatua moluccensis	オオバタン
Poospiza alticola	ミヤママユシトド
Poospiza baeri	アカビタイマユシトド
Poospiza boliviana	ボリビアマユシトド
Poospiza caesar	ノドジロマユシトド
Poospiza erythrophrys	アカマユシトド
Poospiza garleppi	アカハラマユシトド
Poospiza hispaniolensis	ムナグロマユシトド
Poospiza hypochondria	ワキアカマユシトド
Poospiza melanoleuca	ズグロシトド
Poospiza ornata	ニッケイマユシトド
Poospiza torquata	コバシマユシトド
Poospiza whitii	クロクリマユシトド
Atlapetes torquatus	スジボウシヤブシトド
Saltatricula multicolor	オナガシトド
Phrygilus alaudinus	オビオヤマシトド
Melopyrrha nigra	キューバクロウソ
Embernagra platensis	ソウゲンノジコ
Coryphospingus cucullatus	ベニイタダキ
Geophaps lophotes	レンジャクバト
Phalacrocorax fuscescens	ムナジロウ
Otus watsonii	チャバラオオコノハズク
Campephaga flava	アフリカクロサンショウクイ
Conopophaga lineata	アカアリサザイ
Salangichthys microdon	シラウオ
Dendrocopos major	アカゲラ
Furnarius cristatus	カンムリカマドドリ
Gubernetes yetapa	フキナガシタイランチョウ
Philepitta castanea	ビロードマミヤイロチョウ
Phytotoma rutila	アカハラクサカリドリ
Picumnus cirratus	シロスジヒメキツツキ
Pitta angolensis	アフリカヤイロチョウ
Pitta baudii	ズアオヤイロチョウ
Rhinocrypta lanceolata	カンムリオタテドリ
Thamnophilus caerulescens	カワリアリモズ
Tyrannus savana	ズグロエンビタイランチョウ
Cyanoramphus cookii	ノーフォークインコ
Smithornis rufolateralis	ワキアカアフリカヒロハシ
Cottus reinii	回遊型カジカ
Cottus pollux	陸封型カジカ＝カジカ
Cyphorhinus phaeocephalus	キタウタミソサザイ
Pheucticus aureoventris	セグロオウゴンイカル
Sporophila nigricollis	キバラヒメウソ
Tiaris canora	クビワスズメ
Melanospiza richardsoni	セントルシアクロシトド
Oryzoborus angolensis	ヒメコメワリ
Diglossa humeralis	クロハナサシミツドリ
Euphonia musica	サンショクフウキンチョウ
Icterus graceannae	サバクムクドリモドキ
Sporophila americana	ミナミカワリヒメウソ
Sporophila castaneiventris	クリハラヒメウソ
Catamenia inornata	ムジタネワリ
Cyanocompsa parellina	コクロルリノジコ
Monticola cinclorhynchus	モンツキイソヒヨドリ
Lophura hatinhensis	ベトナムキジ
Lophura leucomelanos	ミヤマハッカン
Lophura swinhoii	サンケイ
Lophura inornata	クロウチワキジ
Aphyocypris chinensis	ヒナモロコ
Cacatua sulphurea	コバタン
Cacatua galerita	キバタン
Platycercus eximius	ナナクサインコ
Zacco temminckii	カワムツ
Cacatua ducorpsii	ソロモンオウム
Cacatua ophthalmica	ルリメタイハクオウム
Cacatua alba	タイハクオウム
Cacatua haematuropygia	フィリピンオウム
Probosciger aterrimus	ヤシオウム
Campylorhynchus brunneicapillus	サボテンミソサザイ
Sheppardia aequatorialis	コシアカヒメコマドリ
Sheppardia lowei	シロボシムジヒタキ
Sheppardia montana	ヤマムジヒタキ
Sheppardia sharpei	マユジロヒメコマドリ
Aphelocoma californica	アメリカカケス
Carpodacus purpureus	ムラサキマシコ
Coccothraustes vespertinus	キビタイシメ
Empidonax oberholseri	ネズミメジロハエトリ
Passerina amoena	ムネアカルリノジコ
Vireo huttoni	スナイロモズモドキ
Oporornis tolmiei	ニシノドグロアメリカムシクイ
Wilsonia pusilla	ウィルソンアメリカムシクイ
Polyplectron chalcurum	アオオビコクジャク
Polyplectron germaini	カッショクコクジャク
Polyplectron inopinatum	アカコクジャク
Polyplectron malacense	マレーエボシコクジャク
Auriparus flaviceps	アメリカツリスガラ
Kareius bicoloratus	イシガレイ
Microhyla ornata	ヒメアマガエル
Biwia zezera	ゼゼラ
Nectarinia oritis	ニシルリガシラタイヨウチョウ
